address,pred-POI,truth-POI,pred-building,truth-building,pred-unit,truth-unit,pred-floor,truth-floor,pred-room,truth-room
深国际华南数字谷-1号楼 (9楼李森),深国际华南数字谷,深国际华南数字谷,1号楼,1号楼,,,9,9楼,,
宝捷讯工业园美团外卖柜,宝捷讯工业园美团,宝捷讯工业园美团外卖柜,,,,,,,外卖柜,
富基置地大厦美团外卖柜,富基置地大厦美团外,富基置地大厦美团外卖柜,,,,,,,卖柜,
红盒子创意园-a栋 (a1栋4楼d05),红盒子创意园,红盒子创意园,a栋,a1栋,,,4楼,4楼,d05,d05
星河world-d座 (梅坂大道与五和大道星河world2期21a),梅坂大道与五和大道星河world2期,梅坂大道与五和大道星河world2期,d座,d座,,,21,21,a,21a
锦绣江南花园三期-d9座 (8d),锦绣江南花园三期,锦绣江南花园三期,9座,9座,,,8,8,d,d
中航天逸 (b1b2905),中航天逸,中航天逸,b1,1,,b,29,29,2905,2905
汇德大厦 (1号楼(办公楼)),汇德大厦,汇德大厦 (1号楼(办公楼)),1号楼,,,,,,,
金地龙城中央-6栋 (广东省深圳市龙岗区龙岗街道金地龙城中央二期6栋1906),广东省深圳市龙岗区龙岗街道金地龙城中央二期,龙岗街道金地龙城中央二期,6栋,6栋,,,19,19,1906,1906
人民东路_金康路 (南50米富满5g项目部),人民东路_金康路 (南50米满项目部),人民东路_金康路 (南50米富满5g项目部),,,,,,,,
星河worldb座 (雅宝路1号星河world b座8楼),雅宝路1号星河world,星河world(雅宝路1号),座,b座,,,8楼,8,,
天福便利店(南坑店) (天福便利店楼上803),天福便利店(南坑店),天福便利店(南坑店) ,,,,,8,8,803,803
天天鲜花(龙岗店) (永宏光公司1楼),天天鲜花(龙岗店) ),天天鲜花(龙岗店) (永宏光公司),,,,,1楼,1,,
动车国际大厦 (13楼深圳农村商业银行),动车国际大厦,动车国际大厦 ,,,,,13楼,13楼,,
星河worldb座 (坂田街道星河雅宝一期b栋2908b),坂田街道星河雅宝一期,星河world,b栋,b栋,,,29,29,2908b,2908b
保持新鲜舞蹈文化传媒有限公司 (四楼(出电梯直走右手边第一间)),保持新鲜舞蹈文化传媒有限公司,保持新鲜舞蹈文化传媒有限公司 ,,,,,四楼,四楼,,
聚龙花园一期 (3栋a座10楼1007),聚龙花园一期,聚龙花园一期,3栋a座,3栋a座,,,10,10楼,1007,1007
华怡酒店(深圳北站店) (512),华怡酒店(深圳北站店),华怡酒店(深圳北站店) ,,,,,5,5,512,512
大族云峰2期 (d2栋20楼2001号),大族云峰2期,大族云峰2期,d2栋,d2栋,,,20楼,20,2001号,2001
锦绣江南(人民路) (小区会所一楼中国银行),锦绣江南(人民路) (小区会所),锦绣江南(人民路) (小区会所一楼中国银行),,,,,一楼,,,
佳美宾馆(龙胜路) (太阳岛休闲会所一楼商铺188号手机店),佳美宾馆(龙胜路) (太阳岛休闲会所,佳美宾馆(龙胜路),,,,,一楼,一楼,188,188号
水岸东门钱大妈对面黄色无人机取餐柜 (水岸新都),水岸东门钱大妈对面黄色无人机 (水岸新都),水岸东门钱大妈对面黄色无人机 (水岸新都),,,,,,,取餐柜,取餐柜
世纪大药房(坂田店) (光雅园雅青居b栋 世纪大药房),世纪大药房(坂田店),世纪大药房(坂田店) (光雅园雅青居),b栋,b栋,,,,,,
隔圳新村 (71栋702),隔圳新村,隔圳新村,1栋,1栋,,,7,7,702,702
天福便利店(太平村店) (里面的蓝尚公寓b407),天福便利店(太平村店),天福便利店(太平村店) (里面的蓝尚公寓),b,b,,,4,4,407,407
深圳香港培侨书院龙华信义学校 (陪读楼2603室),深圳香港培侨书院龙华信义学校,深圳香港培侨书院龙华信义学校,,陪读楼,,,26,26,2603室,2603
华南物流跨境电商大楼 (跨境电商中心318),华南物流跨境电商大楼 ,华南物流跨境电商大楼,,,,,3,3,318,318
鲸冠体育(红山校区) (c205(汤洱茶室)),鲸冠体育(红山校区),鲸冠体育(红山校区) ,c,,,c,2,2,205,205
卓越皇后道 (5a8d),卓越皇后道,卓越皇后道,5a,5,,a,8,8,d,d
日出·印象花园a区 (8栋1单元402),日出·印象花园a区,日出·印象花园a区 ,8栋,8栋,1单元,1单元,4,4,402,402
深圳大米和小米(坂田国际中心)-b栋 (坂田国际中心b栋701),深圳大米和小米(坂田国际中心),深圳大米和小米(坂田国际中心,b栋,b栋,,,7,7,701,701
莱蒙.水榭春天5期 (4b3c),莱蒙.水榭春天5期,莱蒙.水榭春天5期,4b,4,,b,3,3,c,c
深国际万科和风轩1栋-f座 (f2005号),深国际万科和风轩,深国际万科和风轩,1栋f座,1栋,,,20,20,2005,2005号
星河world2期 (d栋20楼逸马集团隔层2楼),星河world期,星河world2期,d栋,d栋,,,220楼,20,,
戏梦·drama推理社 (3楼307),戏梦·drama推理社,戏梦·drama推理社,,,,,3楼,3,307,307
华为荔枝苑东区-西门 (f5-201),华为荔枝苑东区-西门,华为荔枝苑东区-西门,f5,f5,,,2,2,201,1
星河world-f座 (16楼),星河world,星河world,f座,f座,,,16楼,16,,
松仔园2区 (2区40栋爱上家公寓210),松仔园区,松仔园区 ,40栋,40栋,,,2,2,210,210
万科星火online (六栋天枢仓4楼),万科星火online,万科星火online,六栋,六栋,,,4,4楼,,
深圳香港培侨书院龙华信义学校 (陪读楼2407),深圳香港培侨书院龙华信义学校,深圳香港培侨书院龙华信义学校 ,,陪读楼,,,24,24,2407,2407
红山6979 (3楼营销中心 ),红山6979,红山6979,,,,,3,3楼,,
星河world·coco park-a栋 (星河world a座),星河world·coco park,星河world·coco park (星河world a座),a栋,a栋,,,,,,
星河worldc座 (9楼),星河world,星河world,c座,c座,,,9楼,9,,
龙光玖钻-4b栋 (南期4b栋-722房),龙光玖钻南期,龙光玖钻,4b栋,4b栋,,,7,7,722房,722房
阳光第五季花园 (迎春阁2单元5a),阳光第五季花园 (迎春阁),阳光第五季花园,,,2单元,2单元,5,5,a,a
红盒子创意园-a栋 (a1栋前台招商中心),红盒子创意园,红盒子创意园,栋,a栋,,,,,,
坂田站货场 (108仓),坂田站货场,坂田站货场 (108仓),,,,,,,108仓,
共和新村-58栋 (窝趣公寓601),共和新村,共和新村(窝趣公寓),58栋,58栋,,,6,6,601,601
绿景公馆1866 (北区f1栋18b),绿景公馆1866,绿景公馆66 (北区),f1栋,f1栋,,,18,18,b,b
沃尔玛(深圳龙华人民南路店) (沃尔玛adidas 店),沃尔玛(深圳龙华人民南路店) (沃尔玛adidas 店),沃尔玛(深圳龙华人民南路店),,,,,,,,
大族云峰2期 (a2栋1206),大族云峰2期,大族云峰2期 ,a2栋,a2栋,,,12,12,1206,1206
大发埔村 (东村二巷九号楼503 ),大发埔村 (东村二巷),大发埔村,九号楼,九号楼,,,5,5,503,503
万科星火online-8栋 (801d),万科星火online,万科星火online,栋,栋,,,8,8,801d,801
万科紫悦山 (6栋1701号),万科紫悦山,万科紫悦山,6栋,6栋,,,17,17,1701,1701号
凯里亚德酒店(深圳龙华清湖地铁站店) (8913),凯里亚德酒店(深圳龙华清湖地铁站店),凯里亚德酒店(深圳龙华清湖地铁站店) ,,,,,,89,8913,8913
中海锦城 (5a栋2817),中海锦城,中海锦城 ,5a栋,5a栋,,,28,28,2817,2817
阳光湾畔 (一楼深圳农商银行五和支行),阳光湾畔,阳光湾畔 (深圳农商银行五和支行),,,,,一楼,一楼,,
桐南美麓 (68号501),桐南美麓,桐南美麓,68号,,,,5,5,501,501
菜鸟驿站(深圳坳头新村电站路108号店) (108号(旁边巷子直上到闸门)),菜鸟驿站(深圳坳头新村电站路108号店) ,菜鸟驿站(深圳坳头新村电站路),,,,,,,,108号
莱蒙·水榭春天-2b栋 (水榭春天一期2b栋1单元荷花苑13b),莱蒙·水榭春天,莱蒙·水榭春天,2b栋,2栋,1单元,1单元,13,13,,b
乾圆大厦 (b栋b304),乾圆大厦,乾圆大厦,b栋,栋,,b,3,3,304,304
创兴时代 (b2栋312室),创兴时代,创兴时代 ,b2栋,b2栋,,,3,3,312室,312室
莱蒙·水榭春天-10栋 (水榭春天花园三期10栋桂花苑30e),莱蒙·水榭春天,水榭春天花园三期,10栋,10栋,,,30,30,e,e
动车国际大厦美团外卖柜,动车国际大厦美团外,动车国际大厦美团外卖柜,,,,,,,卖柜,
华富鹏产业园-c栋 (3楼友通达),华富鹏产业园,华富鹏产业园,c栋,c栋,,,3,3楼,,
龙光·玖钻四e南期-4e栋 (2128),龙光·玖钻四e南期,龙光·玖钻南期,4e栋,4e栋,,,21,21,2128,2128
馨雅公馆 (电梯口打电话),馨雅公馆 口打,馨雅公馆,,,,,,,,
悦龙华府二期 (悦龙华府),悦龙华府二期 (悦龙华府),悦龙华府二期 ,,,,,,,,
徽王府 (竹和轩1801),徽王府 (竹和轩),徽王府(竹和轩),,,,,18,18,1801,1801
悦龙华府二期 (悦龙华府二期),悦龙华府二期 ,悦龙华府二期,,,,,,,,
景俊大厦 (公寓c栋316),景俊大厦 公寓),景俊大厦,c栋,c栋,,,3,3,316,316
展滔科技大厦c座 (深圳油松工业区展滔科技大厦c栋1103房间),深圳油松工业区展滔科技大厦,展滔科技大厦,c栋,c栋,,,11,11,1103房,1103房
深圳华为坂田工业园g区-东门 (华为基地g区东门),深圳华为坂田工业园g区-东门 ,深圳华为坂田工业园g区-东门,,,,,,,,
1970科技小镇 (8栋5楼利郎达公司),1970科技小镇,1970科技小镇,8栋,8栋,,,5楼,5,,
横岭三区-23号楼 (横岭3区23栋602),横岭三区,横岭三区,23栋,23号楼,,,6,6,602,602
微棠逸秀新村-d1栋 (104),微棠逸秀新村,微棠逸秀新村,d1栋,d栋,,,,1,104,104
龙华筑梦自如寓美团外卖柜,龙华筑梦自如寓美团外卖柜,龙华筑梦自如寓美团,,,,,,,,外卖柜
悦龙华府2期 (8栋1单元1502),悦龙华府2期,悦龙华府2期 ,8栋,8栋,1单元,1单元,15,15,1502,1502
悦龙华府一期 (带回希尔顿酒店货架上),悦龙华府一期,悦龙华府一期 ,,,,,,,,
星河world·银湖谷 (6栋4503房),星河world·银湖谷,星河world·银湖谷 ,6栋,6栋,,,45,45,4503房,4503房
驿家公寓 (八巷七号306),驿家公寓 (八巷七号),驿家公寓 (八巷号),,,,,3,3,306,306
东明大厦(民康路) (东明大厦5楼503),东明大厦(民康路),东明大厦(民康路) ,,,,,5,5楼,503,503
龙光·玖钻3c (龙光玖钻3c栋1523),龙光·玖钻,龙光·玖钻,3c栋,3c,,,15,15,1523,1523
hbc汇隆中心 (南塔居民楼1122),hbc汇隆中心 (南塔居民),hbc汇隆中心 (南塔居民楼),楼,,,,11,11,1122,1122
珠江·旭景佳园2期 (1楼商铺131号奇妙关系宠物生活训练馆),珠江·旭景佳园2期,珠江·旭景佳园2期,,,,,1,1楼,131号,131号
1970文化创意产业园-8号楼 (科技小镇8栋4楼401～2),1970文化创意产业园 (科技小镇),1970文化创意产业园,8栋,8栋,,,4,4,401～2,401
盛德兰工业园 (放门卫室门口桌子上),盛德兰工业园,盛德兰工业园 (放门卫室门口桌子上),,,,,,,,
8号仓 (负一楼b122李宁),8号仓,8号仓,,,,,负一楼,负一楼,b122,b122
深圳市科汇兴科技有限公司 (深圳市龙华区宇丰工业区2栋b1楼梯上-2楼-前台),深市科汇兴科技有限公司区,深圳市科汇兴科技有限公司(龙华区宇丰工业区),2栋,栋,b,,1楼,2,,
星河worldb座 (12楼),星河world,星河world,b座,b座,,,12,12楼,,
深圳开思时代科技有限公司 (云里智能园5栋一楼大厅),深圳开思时代科技有限公司 (里智能园),深圳开思时代科技有限公司,5栋,5栋,,,一楼,一楼,,
龙光·玖钻北区-西门 (3b2802房门口别打电话),龙光·玖钻北区-西门,龙光·玖钻北区-西门,3b,3b,,,28,28,2802,2802房
星光之约花园 (天蝎座101),星光之约花园蝎),星光之约花园,,天蝎座,,,1,1,101,101
天胜智能园(东南门) (禾胜智能园里浦街32号2栋3楼b单元),天胜智能园(东南门)胜智能园里浦街32号,禾胜智能园里浦街2号,2栋,2栋,b单元,b单元,3楼,3,,
深圳市龙岗区人民医院-门诊部 (龙岗区人民医院门诊部),深圳市龙岗区人民医院-门诊部,深圳市龙岗区人民医院,,门诊部,,,,,,
悦龙华府二期 (悦龙华府二期),悦龙华府二期 ,悦龙华府二期,,,,,,,,
创业花园-71栋 (四点猪脚饭，在一楼门店的),创业花园,创业花园,71栋,71栋,,,一楼,,,
温馨家园(吉华店) (4楼409),温馨家园(吉华店),温馨家园(吉华店),,,,,4楼,4,409,409
星河worldc座大厦 (11楼放柜子不用打电话),星河world,星河world,c座,c座,,,11楼,11,,
鑫茂写字楼 (鑫茂写字楼b区3009upartner，推开门放置门口小茶几上),鑫楼,鑫茂写字楼(b区),,,,,30,30,3009,3009
横岭4区 (97栋603),横岭4区,横岭4区 ,97栋,97栋,,,6,6,603,603
龙湖·冠寓(深圳大布头轻轨站店) (龙华区大布头路337号龙湖冠寓b栋快餐柜),龙湖·冠寓(深圳大布头轻轨站店) (龙华区大布头路337号龙湖冠寓),龙华区大布头路337号龙湖冠寓,b栋,b栋,,,,,快餐柜,快餐柜
特发·和平里2期 (芙蓉阁1502),特发·和平里2期),特发·和平里2期,,,,,15,15,1502,1502
百果园(龙华九方店) (百果园隔壁卖海鲜),百果园(龙华九方店) (隔壁卖海鲜),百果园(龙华九方店) (百果园隔壁卖海鲜),,,,,,,,
悦湖大厦 (5a4),悦湖大厦,悦湖大厦,5,,,,,5,a4,a4
光雅园六巷 (光雅园村6巷8号202),光雅园六巷 (光雅园村6巷8号),光雅园村6巷8号,,,,,2,2,202,202
汇德大厦-1号楼 (20楼 金文网络科技有限公司),汇德大厦,汇德大厦,1号楼,1号楼,,,20,20楼,,
星河丹堤 (f区2栋1单元1103),星河丹堤 (f区),星河丹堤,2栋,2栋,1单元,1单元,11,11,1103,1103
龙岗区妇幼保健院-住院部,龙岗区妇幼保健院-住院部,龙岗区妇幼保健院,,住院部,,,,,,
东泉新村-130栋 (601号【上6楼左手边门，放门口就行】),东泉新村,东泉新村,130栋,130栋,,,6,6楼,601,601号
龙华名车广场 (三楼蜜蜂互联(3/4号电梯)),龙华名车广场,龙华名车广场 ,,,,,三楼,3,3,
香林世纪华府 (6栋2单元1603),香林世纪华府,香林世纪华府 ,6栋,6栋,2单元,2单元,16,16,1603,1603
星河worldc座,星河world,星河worldc座,c座,,,,,,,
星河world tower e (微克科技1508),星河world towr,星河world towr,e,e,,,15,15,1508,1508
南坑第二工业区 (东边a栋四楼小藤子科技有限公司(进大门直走100米右转上右手边电梯-综合楼旁边那栋)),南坑第二工业区,南坑第二工业区,a栋,a栋,,,四楼,四楼,100,
邻步量贩零食超市(麒麟西店) (南坑南七巷一号吉祥公寓1008),邻步量贩零食超市(麒麟西店)南坑南七巷号),邻步量贩零食超市(麒麟西店) (南坑南七巷一号吉祥公寓),,,,,10,10,1008,1008
深圳市蓝思网络技术有限公司 (1985园中园1区内深圳市蓝思网络技术有限公司(放楼下食堂处)),深圳市蓝思网络技术有限公司 (1985园中园1区内深圳市蓝思网络术限公司食堂处),1985园中园1区内深圳市蓝思网络技术有限公司,,,,,,,,
龙光·玖钻-北门 (2a2201),龙光·玖钻-北门,龙光·玖钻-北门,2a,2,,a,22,22,2201,2201
e家公寓(腾龙路店) (龙塘新村1栋 e家公寓 710),龙塘新村,e家公寓(腾龙路店),1栋,1栋,,,7,7,710,710
坂银谷-b栋 (龙岗区坂田街道坂银谷b栋b1008仓库),龙岗区坂田街道坂银谷,龙岗区坂田街道坂银谷,b栋,b栋,,,10,10,1008,b1008
玉兰苑r座 (四季花城玉兰苑r座201),四季花城玉兰苑,四季花城玉兰苑,r座r,r座,,,2,2,201,201
民乐科技园 (统建楼2栋12d),民乐科技园,民乐科技园,2栋,2栋,,,12,12,d,12d
太二酸菜鱼(星河world·cocopark店) (太二酸菜鱼),太二酸菜鱼(星河world·cocopark店) ,太二酸菜鱼(星河world·cocopark店),,,,,,,,
祥昭大厦 (龙华区祥昭大厦1204),祥昭大厦,龙华区祥昭大厦,,,,,12,12,1204,1204
万科四季花城-玉竹苑 (万科四季花城玉竹苑f101),万科四季花城-玉竹苑,万科四季花城玉竹苑,f,f,,,1,1,101,101
星河world tower f (11楼),星河world tower,星河world tower,f,f,,,11,11楼,,
创业花园232号楼 (521室),创业花园,创业花园,232号楼,232号楼,,,5,5,521室,521
坂田创意园 (y3栋401benks),坂田创意园,坂田创意园,y3栋,y3栋,,,4,4,401b,401
白石龙1区-192号楼 (白石龙一区192栋706),白石龙1区,白石龙1区,2栋,192栋,,,7,7,706,706
韵达速递(五和路五巷店) (五和路七巷2号208),韵达速递(五和路五巷店) (和路七巷),韵达速递(五和路五巷店),,,,,2,2,208,208
富华大厦(五和大道) (天下客公寓502),富华大厦(五和大道) (天下客公寓),富华大厦(五和大道),,,,,5,5,502,502
万科星火天璇仓 (7栋135-136(特斯拉充电桩对面)),万科星火天璇仓,万科星火天璇仓,7栋,7栋,,,1,,135-136,
金亨利·瑜璟苑 (民治街道北站社区金亨利瑜璟苑a1座123-128贵州茅台),民治街道北站社区金亨利瑜璟苑,金亨利·瑜璟苑,a1座,a1座,,,1,,123-128,123-128
滢水山庄一区-1号楼 (梅坂大道滢水山庄一区95号千艺美发店),梅坂大道滢水山庄一区,滢水山庄一区,1号楼,1号楼,,,,,95号,95号
阅山公馆 (商铺16号皇轩实业有限公司),阅山公馆 (商铺号,阅山公馆,,,,,,,16,16
横岭村四区-32栋 (303),横岭村四区,横岭村四区,2栋,2栋,,,3,3,303,303
满京华·喜悦里-北门 (一期4号美宜佳),满京华·喜悦里-北门 (一期),满京华·喜悦里-北门(一期4号美宜佳),4,,,,,,,
深圳市龙岗区实验学校-东门 (实验学校初中部),深圳市龙岗区实验学校-东门 (校初中部),深圳市龙岗区实验学校-东门 ,,,,,,,,
壹成环智中心-a栋 (楼下外卖柜),壹成环智中心,壹成环智中心,a栋,a栋,,,,,柜,外卖柜
松仔园 (龙华区松仔园二区51栋102号铺仙峰分行),龙华区松仔园二区,龙华区松仔园二区,51栋,5栋,,,,1,102号,102
星河world·coco park(坂田店) (3楼007号dr kong 江博士),星河world·coco park(坂田店),星河world·coco park(坂田店),,,,,3楼,3,007,7
高速行公司 (深圳市龙岗区五和大道49号金方华电商园8栋(高速行2楼采购部)),深圳市龙岗区五和大道49号金方华电商园,高速行公司 (深圳市龙岗区五和大道49号金方华电商园),8栋,8栋,,,2楼,2楼,,
万科第五园2期 (静明府a),万科第五园2期 (静明府),万科第五园2期,a,,,,,,,a
深圳市龙岗区人民医院-住院部 (龙岗区人民医院住院部12楼22床),深圳市龙岗区人民医院,深圳市龙岗区人民医院,住院部,住院部,,,12楼,,2,
花城小学 (花城小学),花城小学 (花城小学),花城小学 ,,,,,,,,
星河world-f座 (20楼f2005室),星河world,星河world,f座,f座,,,20,20楼,2005室,2005室
星光之约麒麟西 (一巷10号楼-404室),星光之约麒麟西 (一巷),星光之约麒麟西 (一巷),10号楼,10号楼,,,4,4,404室,404
创业花园 (132栋1202),创业花园,创业花园,132栋,132栋,,,,12,1202,1202
民乐大厦(西门) (21a),民乐大厦(西门),民乐大厦(西门) ,,,,,21,21,a,a
悦龙华府2期 (6b_1905),悦龙华府2期,悦龙华府2期,6,6b,b,,19,19,1905,1905
沙元埔-88栋 (深圳市龙华区民治街道沙元埔88栋806房),深圳市龙华区民治街道沙元埔,深圳市龙华区民治街道沙元埔,88栋,8栋,,,,8,806房,806
